customer_id,Monetary,total_quantity,Frequency,num_unique_products,last_purchase_date,avg_price_per_unit,store_visit_frequency,Mobile,membership_start_date,Active_days,Avg_purchase_gap_days,Recency,cluster,loyalty,assigned_reward,progress_message,churn_prediction,prediction_probability,risk_level
C0148,5050,6,5,5,2024-09-28,960.0,1,9400950651,2024-09-28,245,245.0,255,0,No tier,No reward,⚠️ Hi Customer C0148! You currently have no loyalty tier. Make 10 more purchases or spend ₹24950 more to unlock exciting rewards! 🚀,0,1.8084451e-07,Low
C0149,10300,13,10,10,2025-05-29,800.0,2,9400950651,2024-06-04,361,180.5,12,3,No tier,No reward,⚠️ Hi Customer C0149! You currently have no loyalty tier. Make 5 more purchases or spend ₹19700 more to unlock exciting rewards! 🚀,0,2.5457105e-08,Low
C0151,13850,8,5,5,2024-04-18,1390.0,1,9400950651,2024-04-18,408,408.0,418,2,No tier,No reward,⚠️ Hi Customer C0151! You currently have no loyalty tier. Make 10 more purchases or spend ₹16150 more to unlock exciting rewards! 🚀,0,1.757228e-08,Low
C0152,13000,12,10,9,2024-09-18,1060.0,2,9400950651,2024-07-24,311,155.5,265,3,No tier,No reward,⚠️ Hi Customer C0152! You currently have no loyalty tier. Make 5 more purchases or spend ₹17000 more to unlock exciting rewards! 🚀,0,1.143343e-05,Low
C0153,7050,10,5,5,2025-01-24,890.0,1,9400950651,2025-01-24,127,127.0,137,0,No tier,No reward,⚠️ Hi Customer C0153! You currently have no loyalty tier. Make 10 more purchases or spend ₹22950 more to unlock exciting rewards! 🚀,0,8.4929475e-08,Low
C0154,5950,6,5,5,2024-04-02,1130.0,1,9400950651,2024-04-02,424,424.0,434,2,No tier,No reward,⚠️ Hi Customer C0154! You currently have no loyalty tier. Make 10 more purchases or spend ₹24050 more to unlock exciting rewards! 🚀,0,1.8929971e-10,Low
C0155,10450,15,10,8,2025-04-17,805.0,2,9400950651,2024-05-16,380,190.0,54,3,No tier,No reward,⚠️ Hi Customer C0155! You currently have no loyalty tier. Make 5 more purchases or spend ₹19550 more to unlock exciting rewards! 🚀,0,2.5822987e-07,Low
C0156,23800,21,15,13,2025-03-16,1170.0,3,9400950651,2024-03-15,442,147.33333333333334,86,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0156! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,5.459936e-12,Low
C0157,13600,13,10,9,2025-01-12,990.0,2,9400950651,2024-08-03,301,150.5,149,3,No tier,No reward,⚠️ Hi Customer C0157! You currently have no loyalty tier. Make 5 more purchases or spend ₹16400 more to unlock exciting rewards! 🚀,0,9.0918786e-07,Low
C0159,10950,13,10,9,2024-07-21,930.0,2,9400950651,2024-03-17,440,220.0,324,3,No tier,No reward,⚠️ Hi Customer C0159! You currently have no loyalty tier. Make 5 more purchases or spend ₹19050 more to unlock exciting rewards! 🚀,0,1.3816813e-05,Low
C0160,6100,7,5,5,2024-05-30,930.0,1,9400950651,2024-05-30,366,366.0,376,2,No tier,No reward,⚠️ Hi Customer C0160! You currently have no loyalty tier. Make 10 more purchases or spend ₹23900 more to unlock exciting rewards! 🚀,0,7.56634e-09,Low
C0162,28100,28,20,14,2025-04-19,1025.0,4,9400950651,2024-02-10,476,119.0,52,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0162! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.9415859e-16,Low
C0163,8200,13,10,8,2025-05-02,695.0,2,9400950651,2025-02-11,109,54.5,39,0,No tier,No reward,⚠️ Hi Customer C0163! You currently have no loyalty tier. Make 5 more purchases or spend ₹21800 more to unlock exciting rewards! 🚀,0,5.7978795e-11,Low
C0165,5500,6,5,5,2024-01-22,1070.0,1,9400950651,2024-01-22,495,495.0,505,2,No tier,No reward,⚠️ Hi Customer C0165! You currently have no loyalty tier. Make 10 more purchases or spend ₹24500 more to unlock exciting rewards! 🚀,0,1.4479866e-12,Low
C0167,5000,6,5,5,2024-02-08,760.0,1,9400950651,2024-02-08,478,478.0,488,2,No tier,No reward,⚠️ Hi Customer C0167! You currently have no loyalty tier. Make 10 more purchases or spend ₹25000 more to unlock exciting rewards! 🚀,0,3.325943e-12,Low
C0170,4450,6,5,5,2024-06-18,820.0,1,9400950651,2024-06-18,347,347.0,357,2,No tier,No reward,⚠️ Hi Customer C0170! You currently have no loyalty tier. Make 10 more purchases or spend ₹25550 more to unlock exciting rewards! 🚀,0,5.0880047e-09,Low
C0171,3200,7,5,5,2024-07-27,560.0,1,9400950651,2024-07-27,308,308.0,318,2,No tier,No reward,⚠️ Hi Customer C0171! You currently have no loyalty tier. Make 10 more purchases or spend ₹26800 more to unlock exciting rewards! 🚀,0,4.596541e-09,Low
C0172,10800,11,10,10,2024-06-19,1050.0,2,9400950651,2024-05-19,377,188.5,356,3,No tier,No reward,⚠️ Hi Customer C0172! You currently have no loyalty tier. Make 5 more purchases or spend ₹19200 more to unlock exciting rewards! 🚀,0,3.2070616e-06,Low
C0174,13450,14,10,10,2024-07-22,1045.0,2,9400950651,2024-01-23,494,247.0,323,3,No tier,No reward,⚠️ Hi Customer C0174! You currently have no loyalty tier. Make 5 more purchases or spend ₹16550 more to unlock exciting rewards! 🚀,0,1.5173016e-05,Low
C0175,7450,6,5,5,2025-05-12,1050.0,1,9400950651,2025-05-12,19,19.0,29,0,No tier,No reward,⚠️ Hi Customer C0175! You currently have no loyalty tier. Make 10 more purchases or spend ₹22550 more to unlock exciting rewards! 🚀,0,2.3483214e-11,Low
C0177,2700,6,5,5,2024-03-02,500.0,1,9400950651,2024-03-02,455,455.0,465,2,No tier,No reward,⚠️ Hi Customer C0177! You currently have no loyalty tier. Make 10 more purchases or spend ₹27300 more to unlock exciting rewards! 🚀,0,3.0258285e-12,Low
C0178,9350,7,5,5,2024-07-30,1110.0,1,9400950651,2024-07-30,305,305.0,315,2,No tier,No reward,⚠️ Hi Customer C0178! You currently have no loyalty tier. Make 10 more purchases or spend ₹20650 more to unlock exciting rewards! 🚀,0,1.9165996e-06,Low
C0180,14550,20,15,11,2024-11-06,816.6666666666666,3,9400950651,2024-02-11,475,158.33333333333334,216,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0180! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.3524113e-08,Low
C0181,10200,10,10,10,2024-07-05,1020.0,2,9400950651,2024-01-01,516,258.0,340,3,No tier,No reward,⚠️ Hi Customer C0181! You currently have no loyalty tier. Make 5 more purchases or spend ₹19800 more to unlock exciting rewards! 🚀,0,6.426026e-06,Low
C0182,4550,6,5,5,2024-12-29,730.0,1,9400950651,2024-12-29,153,153.0,163,0,No tier,No reward,⚠️ Hi Customer C0182! You currently have no loyalty tier. Make 10 more purchases or spend ₹25450 more to unlock exciting rewards! 🚀,0,2.201743e-08,Low
C0183,5950,8,5,5,2024-07-28,790.0,1,9400950651,2024-07-28,307,307.0,317,2,No tier,No reward,⚠️ Hi Customer C0183! You currently have no loyalty tier. Make 10 more purchases or spend ₹24050 more to unlock exciting rewards! 🚀,0,1.1884258e-07,Low
C0184,9350,9,5,5,2024-10-18,750.0,1,9400950651,2024-10-18,225,225.0,235,0,No tier,No reward,⚠️ Hi Customer C0184! You currently have no loyalty tier. Make 10 more purchases or spend ₹20650 more to unlock exciting rewards! 🚀,0,3.0665768e-05,Low
C0186,6500,6,5,5,2025-03-27,1080.0,1,9400950651,2025-03-27,65,65.0,75,0,No tier,No reward,⚠️ Hi Customer C0186! You currently have no loyalty tier. Make 10 more purchases or spend ₹23500 more to unlock exciting rewards! 🚀,0,6.6329425e-10,Low
C0187,22750,20,15,13,2025-02-11,1076.6666666666667,3,9400950651,2024-08-17,287,95.66666666666667,119,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0187! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,2.6098806e-12,Low
C0189,4550,5,5,5,2024-05-09,910.0,1,9400950651,2024-05-09,387,387.0,397,2,No tier,No reward,⚠️ Hi Customer C0189! You currently have no loyalty tier. Make 10 more purchases or spend ₹25450 more to unlock exciting rewards! 🚀,0,6.877557e-10,Low
C0191,17700,15,10,9,2024-08-29,1150.0,2,9400950651,2024-06-09,356,178.0,285,3,No tier,No reward,⚠️ Hi Customer C0191! You currently have no loyalty tier. Make 5 more purchases or spend ₹12300 more to unlock exciting rewards! 🚀,0,2.0380567e-06,Low
C0193,7350,6,5,5,2025-05-16,1230.0,1,9400950651,2025-05-16,15,15.0,25,0,No tier,No reward,⚠️ Hi Customer C0193! You currently have no loyalty tier. Make 10 more purchases or spend ₹22650 more to unlock exciting rewards! 🚀,0,1.5577392e-11,Low
C0194,6050,5,5,5,2024-10-09,1210.0,1,9400950651,2024-10-09,234,234.0,244,0,No tier,No reward,⚠️ Hi Customer C0194! You currently have no loyalty tier. Make 10 more purchases or spend ₹23950 more to unlock exciting rewards! 🚀,0,7.313932e-07,Low
C0196,5950,7,5,5,2025-01-20,790.0,1,9400950651,2025-01-20,131,131.0,141,0,No tier,No reward,⚠️ Hi Customer C0196! You currently have no loyalty tier. Make 10 more purchases or spend ₹24050 more to unlock exciting rewards! 🚀,0,3.893751e-08,Low
C0197,7950,8,5,5,2025-03-15,1250.0,1,9400950651,2025-03-15,77,77.0,87,0,No tier,No reward,⚠️ Hi Customer C0197! You currently have no loyalty tier. Make 10 more purchases or spend ₹22050 more to unlock exciting rewards! 🚀,0,4.250797e-09,Low
C0198,3800,6,5,5,2025-02-04,720.0,1,9400950651,2025-02-04,116,116.0,126,0,No tier,No reward,⚠️ Hi Customer C0198! You currently have no loyalty tier. Make 10 more purchases or spend ₹26200 more to unlock exciting rewards! 🚀,0,2.127385e-09,Low
C0199,7900,8,5,5,2025-04-10,1060.0,1,9400950651,2025-04-10,51,51.0,61,0,No tier,No reward,⚠️ Hi Customer C0199! You currently have no loyalty tier. Make 10 more purchases or spend ₹22100 more to unlock exciting rewards! 🚀,0,5.0665994e-10,Low
C0200,13650,21,15,11,2025-01-03,726.6666666666666,3,9400950651,2024-05-03,393,131.0,158,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0200! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.6255787e-09,Low
C0201,25400,21,15,14,2024-03-23,1050.0,3,9400950651,2024-02-04,482,160.66666666666666,444,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0201! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.9421836e-11,Low
C0202,14200,15,10,10,2024-07-18,1050.0,2,9400950651,2024-02-20,466,233.0,327,3,No tier,No reward,⚠️ Hi Customer C0202! You currently have no loyalty tier. Make 5 more purchases or spend ₹15800 more to unlock exciting rewards! 🚀,0,1.144638e-05,Low
C0203,2850,6,5,5,2024-06-09,450.0,1,9400950651,2024-06-09,356,356.0,366,2,No tier,No reward,⚠️ Hi Customer C0203! You currently have no loyalty tier. Make 10 more purchases or spend ₹27150 more to unlock exciting rewards! 🚀,0,6.776176e-10,Low
C0205,19700,26,15,14,2024-10-21,1120.0,3,9400950651,2024-01-17,500,166.66666666666666,232,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0205! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.2576795e-09,Low
C0206,3300,6,5,5,2024-08-22,610.0,1,9400950651,2024-08-22,282,282.0,292,2,No tier,No reward,⚠️ Hi Customer C0206! You currently have no loyalty tier. Make 10 more purchases or spend ₹26700 more to unlock exciting rewards! 🚀,0,1.0623625e-08,Low
C0208,6800,9,5,5,2024-08-12,1090.0,1,9400950651,2024-08-12,292,292.0,302,2,No tier,No reward,⚠️ Hi Customer C0208! You currently have no loyalty tier. Make 10 more purchases or spend ₹23200 more to unlock exciting rewards! 🚀,0,4.9996225e-07,Low
C0210,2400,5,5,5,2024-07-18,480.0,1,9400950651,2024-07-18,317,317.0,327,2,No tier,No reward,⚠️ Hi Customer C0210! You currently have no loyalty tier. Make 10 more purchases or spend ₹27600 more to unlock exciting rewards! 🚀,0,1.3323885e-09,Low
C0212,13950,11,10,10,2024-08-29,1315.0,2,9400950651,2024-08-13,291,145.5,285,3,No tier,No reward,⚠️ Hi Customer C0212! You currently have no loyalty tier. Make 5 more purchases or spend ₹16050 more to unlock exciting rewards! 🚀,0,6.425542e-06,Low
C0213,14900,20,15,14,2025-05-15,896.6666666666666,3,9400950651,2024-10-20,223,74.33333333333333,26,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0213! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,2.1005044e-12,Low
C0216,2800,6,5,5,2024-04-05,420.0,1,9400950651,2024-04-05,421,421.0,431,2,No tier,No reward,⚠️ Hi Customer C0216! You currently have no loyalty tier. Make 10 more purchases or spend ₹27200 more to unlock exciting rewards! 🚀,0,2.4196554e-11,Low
C0218,18850,18,15,13,2024-07-22,1070.0,2,9400950651,2024-03-22,435,217.5,323,3,Silver,15% discount or birthday bonus,"🎊 Congrats Customer C0218! As a Silver member, enjoy your reward: 15% discount or birthday bonus. We appreciate your loyalty! 💖",0,1.8896731e-08,Low
C0219,15500,12,10,8,2024-03-15,1210.0,2,9400950651,2024-02-10,476,238.0,452,3,No tier,No reward,⚠️ Hi Customer C0219! You currently have no loyalty tier. Make 5 more purchases or spend ₹14500 more to unlock exciting rewards! 🚀,0,7.705973e-08,Low
C0220,2900,5,5,5,2024-08-25,580.0,1,9400950651,2024-08-25,279,279.0,289,2,No tier,No reward,⚠️ Hi Customer C0220! You currently have no loyalty tier. Make 10 more purchases or spend ₹27100 more to unlock exciting rewards! 🚀,0,6.81713e-09,Low
C0221,6550,8,5,5,2024-02-08,810.0,1,9400950651,2024-02-08,478,478.0,488,2,No tier,No reward,⚠️ Hi Customer C0221! You currently have no loyalty tier. Make 10 more purchases or spend ₹23450 more to unlock exciting rewards! 🚀,0,7.825264e-12,Low
C0223,7500,11,10,7,2024-05-01,680.0,2,9400950651,2024-04-24,402,201.0,405,3,No tier,No reward,⚠️ Hi Customer C0223! You currently have no loyalty tier. Make 5 more purchases or spend ₹22500 more to unlock exciting rewards! 🚀,0,1.8371692e-07,Low
C0224,5700,6,5,5,2024-11-27,1020.0,1,9400950651,2024-11-27,185,185.0,195,0,No tier,No reward,⚠️ Hi Customer C0224! You currently have no loyalty tier. Make 10 more purchases or spend ₹24300 more to unlock exciting rewards! 🚀,0,2.574624e-07,Low
C0225,7600,6,5,5,2025-02-09,1280.0,1,9400950651,2025-02-09,111,111.0,121,0,No tier,No reward,⚠️ Hi Customer C0225! You currently have no loyalty tier. Make 10 more purchases or spend ₹22400 more to unlock exciting rewards! 🚀,0,4.3797996e-08,Low
C0226,22000,22,20,14,2025-03-11,1020.0,3,9400950651,2024-02-08,478,159.33333333333334,91,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0226! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,7.181708e-14,Low
C0228,17450,17,15,13,2025-01-24,1003.3333333333334,3,9400950651,2024-03-15,442,147.33333333333334,137,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0228! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,6.041691e-10,Low
C0232,12550,14,10,10,2024-07-17,905.0,2,9400950651,2024-03-16,441,220.5,328,3,No tier,No reward,⚠️ Hi Customer C0232! You currently have no loyalty tier. Make 5 more purchases or spend ₹17450 more to unlock exciting rewards! 🚀,0,1.3092488e-05,Low
C0234,3250,5,5,5,2024-11-06,650.0,1,9400950651,2024-11-06,206,206.0,216,0,No tier,No reward,⚠️ Hi Customer C0234! You currently have no loyalty tier. Make 10 more purchases or spend ₹26750 more to unlock exciting rewards! 🚀,0,1.5740039e-08,Low
C0235,8550,11,10,9,2025-03-15,735.0,2,9400950651,2024-08-26,278,139.0,87,3,No tier,No reward,⚠️ Hi Customer C0235! You currently have no loyalty tier. Make 5 more purchases or spend ₹21450 more to unlock exciting rewards! 🚀,0,4.690028e-08,Low
C0236,8650,6,5,5,2024-07-03,1390.0,1,9400950651,2024-07-03,332,332.0,342,2,No tier,No reward,⚠️ Hi Customer C0236! You currently have no loyalty tier. Make 10 more purchases or spend ₹21350 more to unlock exciting rewards! 🚀,0,2.7481138e-07,Low
C0237,13050,13,10,9,2024-12-28,785.0,2,9400950651,2024-12-20,162,81.0,164,3,No tier,No reward,⚠️ Hi Customer C0237! You currently have no loyalty tier. Make 5 more purchases or spend ₹16950 more to unlock exciting rewards! 🚀,0,3.591637e-08,Low
C0238,22300,28,25,18,2025-02-22,852.0,5,9400950651,2024-01-09,508,101.6,108,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0238! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.487206e-17,Low
C0239,15800,17,10,10,2024-11-26,1010.0,2,9400950651,2024-09-09,264,132.0,196,3,No tier,No reward,⚠️ Hi Customer C0239! You currently have no loyalty tier. Make 5 more purchases or spend ₹14200 more to unlock exciting rewards! 🚀,0,5.612837e-07,Low
C0241,11550,10,10,9,2025-04-27,1155.0,2,9400950651,2024-04-30,396,198.0,44,3,No tier,No reward,⚠️ Hi Customer C0241! You currently have no loyalty tier. Make 5 more purchases or spend ₹18450 more to unlock exciting rewards! 🚀,0,2.6942718e-07,Low
C0242,14200,14,10,8,2025-01-05,1110.0,2,9400950651,2024-03-10,447,223.5,156,3,No tier,No reward,⚠️ Hi Customer C0242! You currently have no loyalty tier. Make 5 more purchases or spend ₹15800 more to unlock exciting rewards! 🚀,0,2.9202029e-05,Low
C0244,27000,21,15,13,2025-04-29,1200.0,3,9400950651,2024-02-28,458,152.66666666666666,42,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0244! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,3.4854706e-13,Low
C0245,4550,5,5,5,2025-02-09,910.0,1,9400950651,2025-02-09,111,111.0,121,0,No tier,No reward,⚠️ Hi Customer C0245! You currently have no loyalty tier. Make 10 more purchases or spend ₹25450 more to unlock exciting rewards! 🚀,0,3.579701e-09,Low
C0246,23000,22,15,10,2025-03-25,1166.6666666666667,3,9400950651,2024-05-10,386,128.66666666666666,77,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0246! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,3.986985e-12,Low
C0247,14350,14,10,10,2025-02-07,815.0,2,9400950651,2025-01-02,149,74.5,123,3,No tier,No reward,⚠️ Hi Customer C0247! You currently have no loyalty tier. Make 5 more purchases or spend ₹15650 more to unlock exciting rewards! 🚀,0,5.9317e-09,Low
C0248,2850,6,5,5,2024-01-31,490.0,1,9400950651,2024-01-31,486,486.0,496,2,No tier,No reward,⚠️ Hi Customer C0248! You currently have no loyalty tier. Make 10 more purchases or spend ₹27150 more to unlock exciting rewards! 🚀,0,5.102805e-13,Low
C0249,10850,11,10,6,2025-05-24,1060.0,2,9400950651,2025-03-28,64,32.0,17,0,No tier,No reward,⚠️ Hi Customer C0249! You currently have no loyalty tier. Make 5 more purchases or spend ₹19150 more to unlock exciting rewards! 🚀,0,1.5907642e-11,Low
C0250,9850,8,5,5,2024-01-05,930.0,1,9400950651,2024-01-05,512,512.0,522,2,No tier,No reward,⚠️ Hi Customer C0250! You currently have no loyalty tier. Make 10 more purchases or spend ₹20150 more to unlock exciting rewards! 🚀,0,3.3365923e-12,Low
C0251,7100,11,10,10,2024-11-30,675.0,2,9400950651,2024-08-16,288,144.0,192,3,No tier,No reward,⚠️ Hi Customer C0251! You currently have no loyalty tier. Make 5 more purchases or spend ₹22900 more to unlock exciting rewards! 🚀,0,3.7674297e-07,Low
C0252,4850,5,5,5,2024-05-22,970.0,1,9400950651,2024-05-22,374,374.0,384,2,No tier,No reward,⚠️ Hi Customer C0252! You currently have no loyalty tier. Make 10 more purchases or spend ₹25150 more to unlock exciting rewards! 🚀,0,1.8257641e-09,Low
C0253,4550,7,5,5,2024-06-29,750.0,1,9400950651,2024-06-29,336,336.0,346,2,No tier,No reward,⚠️ Hi Customer C0253! You currently have no loyalty tier. Make 10 more purchases or spend ₹25450 more to unlock exciting rewards! 🚀,0,9.102584e-09,Low
C0255,16650,12,10,7,2024-12-13,1380.0,2,9400950651,2024-05-14,382,191.0,179,3,No tier,No reward,⚠️ Hi Customer C0255! You currently have no loyalty tier. Make 5 more purchases or spend ₹13350 more to unlock exciting rewards! 🚀,0,3.205022e-06,Low
C0256,4800,5,5,5,2024-05-12,960.0,1,9400950651,2024-05-12,384,384.0,394,2,No tier,No reward,⚠️ Hi Customer C0256! You currently have no loyalty tier. Make 10 more purchases or spend ₹25200 more to unlock exciting rewards! 🚀,0,9.900148e-10,Low
C0258,16200,11,5,5,2025-05-31,1230.0,1,9400950651,2025-05-31,0,0.0,10,0,No tier,No reward,⚠️ Hi Customer C0258! You currently have no loyalty tier. Make 10 more purchases or spend ₹13800 more to unlock exciting rewards! 🚀,0,3.1540867e-11,Low
C0259,26250,35,20,14,2024-07-23,990.0,4,9400950651,2024-04-17,409,102.25,322,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0259! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.1431261e-14,Low
C0260,9600,17,15,10,2025-05-29,603.3333333333334,3,9400950651,2024-04-18,408,136.0,12,3,Silver,15% discount or birthday bonus,"🎊 Congrats Customer C0260! As a Silver member, enjoy your reward: 15% discount or birthday bonus. We appreciate your loyalty! 💖",0,6.164034e-11,Low
C0263,14400,18,15,14,2025-05-18,960.0,3,9400950651,2024-08-17,287,95.66666666666667,23,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0263! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,6.586366e-12,Low
C0264,6600,9,5,5,2025-01-06,820.0,1,9400950651,2025-01-06,145,145.0,155,0,No tier,No reward,⚠️ Hi Customer C0264! You currently have no loyalty tier. Make 10 more purchases or spend ₹23400 more to unlock exciting rewards! 🚀,0,1.4511502e-07,Low
C0267,6550,6,5,5,2024-02-23,1190.0,1,9400950651,2024-02-23,463,463.0,473,2,No tier,No reward,⚠️ Hi Customer C0267! You currently have no loyalty tier. Make 10 more purchases or spend ₹23450 more to unlock exciting rewards! 🚀,0,2.1334417e-11,Low
C0268,5150,7,5,5,2025-03-12,780.0,1,9400950651,2025-03-12,80,80.0,90,0,No tier,No reward,⚠️ Hi Customer C0268! You currently have no loyalty tier. Make 10 more purchases or spend ₹24850 more to unlock exciting rewards! 🚀,0,8.1226975e-10,Low
C0270,4750,7,5,5,2024-01-10,650.0,1,9400950651,2024-01-10,507,507.0,517,2,No tier,No reward,⚠️ Hi Customer C0270! You currently have no loyalty tier. Make 10 more purchases or spend ₹25250 more to unlock exciting rewards! 🚀,0,4.2852234e-13,Low
C0271,9650,13,10,10,2025-04-04,725.0,2,9400950651,2024-08-28,276,138.0,67,3,No tier,No reward,⚠️ Hi Customer C0271! You currently have no loyalty tier. Make 5 more purchases or spend ₹20350 more to unlock exciting rewards! 🚀,0,2.8437887e-08,Low
C0272,7900,10,10,10,2024-04-10,790.0,2,9400950651,2024-04-08,418,209.0,426,3,No tier,No reward,⚠️ Hi Customer C0272! You currently have no loyalty tier. Make 5 more purchases or spend ₹22100 more to unlock exciting rewards! 🚀,0,8.619406e-08,Low
C0274,7250,8,5,5,2024-10-10,1090.0,1,9400950651,2024-10-10,233,233.0,243,0,No tier,No reward,⚠️ Hi Customer C0274! You currently have no loyalty tier. Make 10 more purchases or spend ₹22750 more to unlock exciting rewards! 🚀,0,3.2817713e-06,Low
C0275,8300,11,10,8,2025-05-19,810.0,2,9400950651,2024-10-25,218,109.0,22,3,No tier,No reward,⚠️ Hi Customer C0275! You currently have no loyalty tier. Make 5 more purchases or spend ₹21700 more to unlock exciting rewards! 🚀,0,5.4064886e-10,Low
C0277,15500,18,15,14,2025-02-17,936.6666666666666,3,9400950651,2024-01-31,486,162.0,113,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0277! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.5178728e-09,Low
C0280,24450,20,15,11,2025-02-27,1096.6666666666667,3,9400950651,2024-07-05,330,110.0,103,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0280! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.1791982e-12,Low
C0281,11800,14,10,10,2024-04-09,950.0,2,9400950651,2024-01-05,512,256.0,427,3,No tier,No reward,⚠️ Hi Customer C0281! You currently have no loyalty tier. Make 5 more purchases or spend ₹18200 more to unlock exciting rewards! 🚀,0,1.6838582e-07,Low
C0282,29050,29,20,15,2024-07-12,995.0,4,9400950651,2024-02-23,463,115.75,333,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0282! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,2.5806273e-15,Low
C0283,14650,20,15,10,2025-05-31,810.0,3,9400950651,2024-01-26,491,163.66666666666666,10,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0283! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.2543297e-10,Low
C0284,19400,14,10,8,2025-04-10,1080.0,2,9400950651,2024-08-14,290,145.0,61,3,No tier,No reward,⚠️ Hi Customer C0284! You currently have no loyalty tier. Make 5 more purchases or spend ₹10600 more to unlock exciting rewards! 🚀,0,4.5322404e-09,Low
C0286,6500,6,5,5,2024-10-29,1060.0,1,9400950651,2024-10-29,214,214.0,224,0,No tier,No reward,⚠️ Hi Customer C0286! You currently have no loyalty tier. Make 10 more purchases or spend ₹23500 more to unlock exciting rewards! 🚀,0,1.2338119e-06,Low
C0287,17350,16,15,11,2024-11-02,990.0,3,9400950651,2024-02-03,483,161.0,220,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0287! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,3.8558867e-09,Low
C0288,7900,9,5,5,2024-06-12,820.0,1,9400950651,2024-06-12,353,353.0,363,2,No tier,No reward,⚠️ Hi Customer C0288! You currently have no loyalty tier. Make 10 more purchases or spend ₹22100 more to unlock exciting rewards! 🚀,0,5.2490165e-08,Low
C0290,5300,6,5,5,2024-06-13,1030.0,1,9400950651,2024-06-13,352,352.0,362,2,No tier,No reward,⚠️ Hi Customer C0290! You currently have no loyalty tier. Make 10 more purchases or spend ₹24700 more to unlock exciting rewards! 🚀,0,8.297961e-09,Low
C0291,13200,16,10,10,2025-01-16,965.0,2,9400950651,2024-09-13,260,130.0,145,3,No tier,No reward,⚠️ Hi Customer C0291! You currently have no loyalty tier. Make 5 more purchases or spend ₹16800 more to unlock exciting rewards! 🚀,0,3.0165577e-07,Low
C0292,3250,5,5,5,2024-07-13,650.0,1,9400950651,2024-07-13,322,322.0,332,2,No tier,No reward,⚠️ Hi Customer C0292! You currently have no loyalty tier. Make 10 more purchases or spend ₹26750 more to unlock exciting rewards! 🚀,0,3.2771768e-09,Low
C0293,8200,13,10,10,2024-10-03,750.0,2,9400950651,2024-05-30,366,183.0,250,3,No tier,No reward,⚠️ Hi Customer C0293! You currently have no loyalty tier. Make 5 more purchases or spend ₹21800 more to unlock exciting rewards! 🚀,0,4.517938e-06,Low
C0295,12000,11,10,8,2024-10-21,980.0,2,9400950651,2024-01-11,506,253.0,232,3,No tier,No reward,⚠️ Hi Customer C0295! You currently have no loyalty tier. Make 5 more purchases or spend ₹18000 more to unlock exciting rewards! 🚀,0,0.00021730333,Low
