customer_id,age,gender,location,membership_start_date,average_purchase_value,purchase_frequency_per_month,last_purchase_date,product_preference,preferred_channel,store_visit_frequency,days_since_last_visit,product_segment,,Mobile
CUST1190,22,Female,Shieldston,03-07-2020,346.45,3.6,18-04-2021,Training Wear,In-Store,4,14,General Buyer,,9.18281E+11
CUST1191,25,Other,New Jessica,11-11-2022,165.98,1.8,21-10-2023,Gym Gear,Online,16,20,Casual Gym-Goer,,9.18281E+11
CUST1192,34,Male,Sarahborough,19-10-2023,479.05,2.9,08-04-2025,Supplements,In-Store,16,151,Fitness Enthusiast,,9.18281E+11
CUST1193,55,Male,Lake Mark,05-06-2022,336.19,7.3,23-09-2023,Training Wear,Online,18,7,Casual Gym-Goer,,9.18281E+11
CUST1194,23,Male,Johnfurt,01-07-2023,390.09,2.8,02-07-2024,Gym Gear,Online,19,127,Casual Gym-Goer,,9.18281E+11
CUST1195,58,Other,Port Colleenhaven,24-01-2025,328.12,3.2,07-05-2025,Gym Gear,Online,9,176,General Buyer,,9.18281E+11
CUST1196,21,Male,Sanchezfort,14-04-2023,219.5,4.8,09-03-2024,Supplements,In-Store,10,81,Health Conscious Buyer,,9.18281E+11
CUST1197,64,Female,New Jeffrey,14-01-2025,82.77,3.8,19-03-2025,Training Wear,In-Store,10,31,General Buyer,,9.18281E+11
CUST1198,35,Female,South Patrickmouth,09-05-2023,87.62,0.7,04-11-2024,Yoga Accessories,Online,7,40,General Buyer,,9.18281E+11
CUST1199,38,Other,West Juan,20-03-2024,170.1,7.7,16-10-2024,Yoga Accessories,Online,15,127,General Buyer,,9.18281E+11
CUST1200,19,Male,West Andrewside,19-12-2022,262.61,9.7,13-01-2024,Gym Gear,Online,1,126,General Buyer,,9.18281E+11
CUST1201,56,Other,North Amandahaven,27-04-2022,245.88,5.5,31-10-2022,Running Shoes,Online,4,93,Casual Gym-Goer,,9.18281E+11
CUST1202,43,Female,Robinsonshire,30-12-2021,212.28,5.8,04-05-2023,Gym Gear,Online,17,98,Casual Gym-Goer,,9.18281E+11
CUST1203,50,Female,Evanmouth,17-05-2021,283.93,8.3,14-07-2024,Training Wear,In-Store,4,100,General Buyer,,9.18281E+11
CUST1204,41,Female,Rodneyside,30-11-2024,470.7,7.6,27-04-2025,Gym Gear,Online,16,9,Casual Gym-Goer,,9.18281E+11
CUST1205,26,Other,North John,07-12-2021,405.9,5.3,30-09-2022,Gym Gear,In-Store,10,81,General Buyer,,9.18281E+11
CUST1206,28,Female,South David,14-03-2022,374.87,3.1,04-05-2025,Supplements,Online,18,4,Fitness Enthusiast,,9.18281E+11
CUST1207,41,Female,North Amandahaven,23-06-2024,72.61,4.3,08-10-2024,Supplements,In-Store,19,167,Health Conscious Buyer,,9.18281E+11
CUST1208,55,Other,Daviston,26-10-2024,366.27,5.9,12-02-2025,Gym Gear,Online,4,62,General Buyer,,9.18281E+11
CUST1209,20,Other,Bassport,19-03-2021,72.75,0.4,02-10-2024,Supplements,Online,4,52,Health Conscious Buyer,,9.18281E+11
CUST1210,44,Other,Lake Rebeccaside,04-01-2022,313.51,4.8,09-04-2023,Running Shoes,In-Store,16,83,Casual Gym-Goer,,9.18281E+11
CUST1211,60,Female,South Todd,17-04-2022,200.88,9.6,29-10-2023,Yoga Accessories,Online,17,174,General Buyer,,9.18281E+11
CUST1212,59,Other,Lake Nicoleview,19-11-2021,312.84,2.1,03-03-2023,Gym Gear,Online,17,76,Casual Gym-Goer,,9.18281E+11
CUST1213,36,Other,West Donald,23-06-2020,351.32,5,07-01-2025,Yoga Accessories,Online,17,70,General Buyer,,9.18281E+11
CUST1214,36,Male,North Beth,08-06-2021,344.78,3.9,08-08-2022,Yoga Accessories,Online,4,73,General Buyer,,9.18281E+11
CUST1215,63,Male,East Donna,29-09-2020,463.52,6.6,17-03-2021,Yoga Accessories,In-Store,6,69,General Buyer,,9.18281E+11
CUST1216,53,Other,Danielchester,24-01-2025,85.89,6.2,21-03-2025,Training Wear,In-Store,7,135,General Buyer,,9.18281E+11
CUST1217,32,Other,Daviston,07-06-2021,45.2,4.3,22-02-2024,Yoga Accessories,In-Store,4,140,General Buyer,,9.18281E+11
CUST1218,28,Female,Lake Debbie,14-07-2024,468.82,8.8,22-08-2024,Yoga Accessories,In-Store,9,165,General Buyer,,9.18281E+11
CUST1219,21,Male,Lake Debbie,18-06-2020,295.58,5.4,06-05-2025,Running Shoes,In-Store,13,45,Casual Gym-Goer,,9.18281E+11
CUST1220,20,Female,Stevenland,11-10-2022,109.43,7.5,09-10-2024,Supplements,In-Store,0,154,Health Conscious Buyer,,9.18281E+11
CUST1221,24,Female,Teresaburgh,06-06-2024,238.09,6.5,24-11-2024,Training Wear,Online,4,119,General Buyer,,9.18281E+11
CUST1222,35,Male,Port Keith,04-04-2023,178.73,7.4,25-08-2023,Supplements,In-Store,0,75,Health Conscious Buyer,,9.18281E+11
CUST1223,54,Other,North Matthewberg,17-10-2020,112.72,6.2,10-12-2022,Yoga Accessories,Online,16,102,General Buyer,,9.18281E+11
CUST1224,60,Male,Adamsborough,03-06-2024,491.21,4.9,17-07-2024,Gym Gear,In-Store,8,114,General Buyer,,9.18281E+11
CUST1225,35,Female,East Nathaniel,30-11-2020,299.58,5.8,27-04-2024,Supplements,Online,7,30,Health Conscious Buyer,,9.18281E+11
CUST1226,47,Female,South Noah,16-07-2024,214.6,5.1,13-08-2024,Supplements,In-Store,20,75,Health Conscious Buyer,,9.18281E+11
CUST1227,41,Other,Coxberg,07-04-2025,125.18,1.5,07-05-2025,Gym Gear,Online,19,179,Casual Gym-Goer,,9.18281E+11
CUST1228,53,Female,North Matthewberg,24-10-2020,278.01,6.7,07-02-2022,Gym Gear,In-Store,19,20,Casual Gym-Goer,,9.18281E+11
CUST1229,51,Female,South Todd,17-08-2021,357.81,1,28-01-2025,Training Wear,In-Store,1,129,General Buyer,,9.18281E+11
CUST1230,30,Other,Port Richard,22-02-2025,91.93,3.4,23-03-2025,Training Wear,Online,3,149,General Buyer,,9.18281E+11
CUST1231,49,Male,North Deniseside,30-01-2021,233.83,0.7,12-03-2023,Gym Gear,Online,14,143,Casual Gym-Goer,,9.18281E+11
CUST1232,47,Other,New Stephanie,14-05-2021,367.17,4.1,27-09-2023,Running Shoes,In-Store,18,108,Casual Gym-Goer,,9.18281E+11
CUST1233,40,Other,Ericmouth,25-11-2023,279.76,0.8,09-03-2025,Running Shoes,Online,1,46,Casual Gym-Goer,,9.18281E+11
CUST1234,26,Other,Lake Matthew,12-04-2022,330.02,4.3,01-07-2024,Yoga Accessories,Online,12,174,General Buyer,,9.18281E+11
CUST1235,60,Other,West Michael,05-08-2023,333.7,3.6,19-07-2024,Gym Gear,Online,16,57,Casual Gym-Goer,,9.18281E+11
CUST1236,18,Male,East Nathaniel,15-02-2024,242.24,7.2,02-10-2024,Yoga Accessories,Online,7,88,General Buyer,,9.18281E+11
CUST1237,27,Female,Jasonfort,03-01-2024,469.96,7.3,27-08-2024,Running Shoes,In-Store,13,4,Casual Gym-Goer,,9.18281E+11
CUST1238,33,Male,Ericmouth,12-03-2025,68.43,0.5,11-05-2025,Training Wear,In-Store,7,102,General Buyer,,9.18281E+11
CUST1239,46,Male,East Nicholasfurt,14-11-2020,124.29,8.7,18-09-2021,Running Shoes,In-Store,16,59,Casual Gym-Goer,,9.18281E+11
CUST1240,64,Other,New Mariotown,15-02-2022,297.19,7.8,13-10-2024,Supplements,In-Store,9,169,Health Conscious Buyer,,9.18281E+11
CUST1241,51,Male,Lake Crystalbury,25-02-2022,164.24,0.8,12-04-2023,Training Wear,In-Store,20,142,Casual Gym-Goer,,9.18281E+11
CUST1242,49,Male,East Donna,18-01-2021,471.96,6.8,20-05-2022,Training Wear,Online,13,76,Casual Gym-Goer,,9.18281E+11
CUST1243,42,Male,North Matthewberg,26-05-2022,278.21,2.6,20-02-2023,Gym Gear,Online,4,14,General Buyer,,9.18281E+11
CUST1244,53,Female,North Micheleland,19-01-2025,287.5,1.5,02-02-2025,Gym Gear,Online,6,20,General Buyer,,9.18281E+11
CUST1245,46,Female,Herrerafurt,09-09-2021,277.11,8.3,13-09-2021,Running Shoes,Online,12,154,Casual Gym-Goer,,9.18281E+11
CUST1246,20,Male,Jasonfort,01-11-2023,406.23,6,15-10-2024,Training Wear,In-Store,15,85,Casual Gym-Goer,,9.18281E+11
CUST1247,37,Male,Juliechester,09-05-2024,469.84,9.6,30-08-2024,Running Shoes,Online,7,180,Marathon Trainer,,9.18281E+11
CUST1248,31,Female,East Courtneychester,20-08-2020,285,7.8,09-08-2022,Yoga Accessories,Online,17,78,General Buyer,,9.18281E+11
CUST1249,34,Female,North Deniseside,23-10-2022,443.75,4.8,05-01-2024,Yoga Accessories,Online,6,105,General Buyer,,9.18281E+11
CUST1250,20,Other,Coxberg,21-03-2024,375.8,0.4,15-05-2024,Training Wear,Online,9,84,General Buyer,,9.18281E+11
CUST1251,32,Female,Mooreport,06-05-2022,420.01,5.1,20-06-2023,Supplements,Online,15,164,Fitness Enthusiast,,9.18281E+11
CUST1252,65,Female,Gomezchester,15-01-2022,100.75,8,06-11-2023,Gym Gear,In-Store,17,138,Casual Gym-Goer,,9.18281E+11
CUST1253,59,Male,South Todd,02-05-2021,36.24,8.5,25-08-2023,Running Shoes,In-Store,13,161,Casual Gym-Goer,,9.18281E+11
CUST1254,32,Male,Lake Lisaport,09-04-2022,92.49,2.3,09-01-2025,Yoga Accessories,Online,1,170,General Buyer,,9.18281E+11
CUST1255,57,Female,Stewartland,16-08-2021,254.17,0.3,02-10-2022,Training Wear,Online,0,70,General Buyer,,9.18281E+11
CUST1256,52,Female,New Roberttown,26-07-2021,261.06,7,13-11-2021,Yoga Accessories,In-Store,3,134,General Buyer,,9.18281E+11
CUST1257,27,Male,Jasonfort,12-11-2020,317.49,2.7,11-04-2022,Supplements,Online,12,103,Fitness Enthusiast,,9.18281E+11
CUST1258,47,Other,South Patrickmouth,22-12-2022,495.31,2.4,14-03-2024,Running Shoes,In-Store,2,96,Casual Gym-Goer,,9.18281E+11
CUST1259,53,Female,Lake Roberto,04-02-2024,325.64,7.1,10-05-2024,Running Shoes,Online,13,84,Casual Gym-Goer,,9.18281E+11
CUST1260,54,Male,South Todd,06-05-2024,461.19,2.5,28-01-2025,Training Wear,Online,8,19,General Buyer,,9.18281E+11
CUST1261,61,Female,East Nicholasfurt,11-12-2022,290.48,0.5,27-08-2024,Supplements,In-Store,6,101,Health Conscious Buyer,,9.18281E+11
CUST1262,22,Female,South Noah,03-09-2022,290.7,5.8,19-10-2024,Yoga Accessories,Online,12,35,General Buyer,,9.18281E+11
CUST1263,62,Other,Cassandraton,13-12-2024,260.38,9.7,18-03-2025,Running Shoes,In-Store,13,19,Casual Gym-Goer,,9.18281E+11
CUST1264,39,Other,Hoffmanville,31-01-2024,314.66,6,02-04-2024,Supplements,In-Store,20,115,Fitness Enthusiast,,9.18281E+11
CUST1265,49,Male,West Allison,11-09-2020,285.46,3.9,15-05-2024,Gym Gear,Online,2,75,General Buyer,,9.18281E+11
CUST1266,33,Other,North Noahstad,06-02-2023,59.38,1.7,29-02-2024,Gym Gear,Online,10,23,General Buyer,,9.18281E+11
CUST1267,18,Female,Sanchezfort,30-07-2020,192.76,2.8,09-05-2021,Gym Gear,In-Store,5,142,General Buyer,,9.18281E+11
CUST1268,53,Other,Lake Crystalbury,22-04-2022,69.58,1.1,04-03-2025,Training Wear,In-Store,19,83,Casual Gym-Goer,,9.18281E+11
CUST1269,42,Male,Port Colleenhaven,02-04-2025,218.63,7.8,30-04-2025,Training Wear,In-Store,18,175,Casual Gym-Goer,,9.18281E+11
CUST1270,42,Male,West Michael,14-07-2020,149.08,2.8,29-10-2022,Gym Gear,In-Store,5,107,General Buyer,,9.18281E+11
CUST1271,37,Female,North Noahstad,05-04-2025,193.34,9.5,06-04-2025,Yoga Accessories,In-Store,14,77,General Buyer,,9.18281E+11
CUST1272,18,Female,North John,06-11-2021,423.97,3.9,06-11-2023,Supplements,Online,10,166,Fitness Enthusiast,,9.18281E+11
CUST1273,56,Male,East Nathaniel,09-10-2024,173.92,9.5,29-03-2025,Gym Gear,Online,10,101,General Buyer,,9.18281E+11
CUST1274,38,Female,Williamview,22-09-2022,353.58,5,30-06-2023,Training Wear,In-Store,10,100,General Buyer,,9.18281E+11
CUST1275,41,Male,Mooreport,25-01-2024,115.9,10,09-02-2025,Gym Gear,In-Store,14,53,Casual Gym-Goer,,9.18281E+11
CUST1276,46,Female,East Mikeburgh,18-02-2021,53.2,8.5,18-02-2023,Yoga Accessories,Online,4,61,General Buyer,,9.18281E+11
CUST1277,34,Other,New Jessica,27-04-2023,363.31,7.9,09-03-2024,Running Shoes,Online,19,102,Casual Gym-Goer,,9.18281E+11
CUST1278,52,Other,East Mikeburgh,12-03-2023,220.78,0.6,22-07-2024,Supplements,In-Store,3,168,Health Conscious Buyer,,9.18281E+11
CUST1279,60,Female,Lake Mark,31-03-2021,330.56,0.6,22-11-2024,Yoga Accessories,Online,13,25,General Buyer,,9.18281E+11
CUST1280,34,Male,North Deniseside,22-09-2021,378.49,5.7,16-02-2023,Training Wear,In-Store,14,118,Casual Gym-Goer,,9.18281E+11
CUST1281,61,Other,East Mikeburgh,10-11-2023,260.22,3.6,01-05-2025,Running Shoes,Online,3,21,Casual Gym-Goer,,9.18281E+11
CUST1282,25,Other,Jacquelineland,28-07-2024,187.2,3.6,16-11-2024,Gym Gear,Online,11,112,Casual Gym-Goer,,9.18281E+11
CUST1283,64,Other,Leeville,07-10-2023,173.08,3.1,07-12-2024,Running Shoes,In-Store,10,173,Casual Gym-Goer,,9.18281E+11
CUST1284,28,Other,South Patrickmouth,02-09-2020,267.68,5.6,16-07-2024,Supplements,Online,14,103,Health Conscious Buyer,,9.18281E+11
CUST1285,58,Male,Adamsborough,08-02-2021,327.43,4.4,13-10-2023,Running Shoes,In-Store,14,99,Casual Gym-Goer,,9.18281E+11
CUST1286,18,Other,Juliechester,04-07-2022,118.78,7.6,18-11-2023,Running Shoes,In-Store,17,83,Casual Gym-Goer,,9.18281E+11
CUST1287,30,Female,Port Keith,06-05-2021,145.93,8.7,18-08-2024,Training Wear,Online,19,100,Casual Gym-Goer,,9.18281E+11
CUST1288,55,Male,East Donna,18-10-2023,188.95,4.7,20-11-2024,Gym Gear,Online,19,172,Casual Gym-Goer,,9.18281E+11
CUST1289,26,Female,Port Jesseville,14-05-2020,134.51,1.3,24-12-2024,Supplements,In-Store,16,152,Health Conscious Buyer,,9.18281E+11
CUST1290,26,Other,Martinezbury,15-04-2024,223.06,5,01-03-2025,Training Wear,In-Store,17,73,Casual Gym-Goer,,9.18281E+11
CUST1291,26,Male,New Mariotown,26-10-2020,424.15,6.3,31-05-2022,Supplements,In-Store,15,98,Fitness Enthusiast,,9.18281E+11
CUST1292,53,Other,Lake Debbie,07-10-2024,257.59,6.9,24-02-2025,Yoga Accessories,Online,15,144,General Buyer,,9.18281E+11
CUST1293,19,Male,Port Colleenhaven,06-08-2024,35.69,2.4,05-04-2025,Supplements,In-Store,14,126,Health Conscious Buyer,,9.18281E+11
CUST1294,53,Other,Port Keith,13-02-2024,294.9,2.8,24-03-2024,Training Wear,Online,17,10,Casual Gym-Goer,,9.18281E+11
CUST1295,64,Female,East Nicholasfurt,02-02-2022,124.9,4.4,23-03-2023,Gym Gear,Online,1,89,General Buyer,,9.18281E+11
CUST1296,23,Female,Port Jesseville,11-01-2025,392.3,2.5,05-02-2025,Training Wear,Online,19,42,Casual Gym-Goer,,9.18281E+11
CUST1297,57,Male,West Donald,22-10-2022,410.49,8.1,01-09-2024,Training Wear,Online,17,137,Casual Gym-Goer,,9.18281E+11
CUST1298,28,Female,Lake Lisaport,24-06-2024,160.46,5.8,10-08-2024,Training Wear,In-Store,4,105,General Buyer,,9.18281E+11
CUST1299,21,Female,Lake Debbie,08-08-2020,80.91,8.7,21-08-2022,Gym Gear,In-Store,10,173,General Buyer,,9.18281E+11
CUST1300,43,Female,Jacquelineland,15-09-2021,297.16,2.8,10-01-2023,Yoga Accessories,Online,14,23,General Buyer,,9.18281E+11
CUST1301,43,Other,North Cynthiaview,16-01-2025,153.55,9.4,18-01-2025,Supplements,Online,15,0,Health Conscious Buyer,,9.18281E+11
CUST1302,64,Male,Lake Matthew,20-01-2025,486.63,6.4,09-04-2025,Supplements,In-Store,17,109,Fitness Enthusiast,,9.18281E+11
CUST1303,31,Female,Danielchester,24-02-2021,174.98,3,08-02-2022,Training Wear,In-Store,18,87,Casual Gym-Goer,,9.18281E+11
CUST1304,61,Male,Robinsonshire,28-04-2021,67.8,7.9,14-04-2023,Yoga Accessories,In-Store,3,40,General Buyer,,9.18281E+11
CUST1305,46,Female,North Judithbury,10-05-2021,496.08,4.4,10-02-2024,Gym Gear,Online,5,70,General Buyer,,9.18281E+11
CUST1306,23,Other,Brandtside,01-09-2021,140.19,3.8,15-10-2023,Gym Gear,In-Store,12,179,Casual Gym-Goer,,9.18281E+11
CUST1307,32,Female,Lake Debbie,03-11-2022,63.78,1.1,01-01-2025,Gym Gear,Online,2,57,General Buyer,,9.18281E+11
CUST1308,51,Other,Sanchezfort,07-09-2022,24.46,7,13-06-2024,Running Shoes,Online,4,58,Casual Gym-Goer,,9.18281E+11
CUST1309,42,Male,Lake Matthew,18-06-2024,406.86,1.2,18-12-2024,Supplements,Online,4,34,Fitness Enthusiast,,9.18281E+11
CUST1310,59,Other,Jacquelineland,07-06-2022,52.84,5.7,16-05-2024,Training Wear,In-Store,14,54,Casual Gym-Goer,,9.18281E+11
CUST1311,58,Other,New Jessica,17-01-2025,461.55,6.2,14-02-2025,Yoga Accessories,In-Store,2,35,General Buyer,,9.18281E+11
CUST1312,25,Other,Lake Matthew,15-08-2023,204.34,9.6,10-01-2024,Supplements,In-Store,7,21,Health Conscious Buyer,,9.18281E+11
CUST1313,33,Other,North Susan,06-09-2024,308,6.2,29-10-2024,Running Shoes,Online,6,130,Marathon Trainer,,9.18281E+11
CUST1314,30,Other,West Andrewside,13-12-2020,161.86,0.7,20-04-2023,Gym Gear,Online,12,127,Casual Gym-Goer,,9.18281E+11
CUST1315,58,Other,North Noahstad,21-11-2023,273.58,9.8,10-08-2024,Supplements,Online,4,145,Health Conscious Buyer,,9.18281E+11
CUST1316,44,Female,East Nicholasfurt,04-09-2024,347.81,7.7,16-12-2024,Running Shoes,In-Store,18,67,Casual Gym-Goer,,9.18281E+11
CUST1317,31,Male,Lake Roberto,18-05-2020,475.37,4.1,13-10-2022,Supplements,Online,13,21,Fitness Enthusiast,,9.18281E+11
CUST1318,58,Other,Port Richard,24-11-2022,315.7,2.9,23-12-2024,Supplements,In-Store,16,39,Fitness Enthusiast,,9.18281E+11
CUST1319,52,Female,West Andrewside,15-08-2021,301.49,7.7,09-07-2023,Running Shoes,Online,13,61,Casual Gym-Goer,,9.18281E+11
CUST1320,21,Male,Herrerafurt,09-12-2024,463.82,1.3,13-03-2025,Training Wear,In-Store,9,168,General Buyer,,9.18281E+11
CUST1321,65,Male,Port Jesseville,18-04-2023,26.08,1.5,01-01-2024,Running Shoes,In-Store,15,133,Casual Gym-Goer,,9.18281E+11
CUST1322,51,Other,Lake Nicoleview,19-01-2025,100.14,1.4,04-05-2025,Supplements,In-Store,0,109,Health Conscious Buyer,,9.18281E+11
CUST1323,35,Other,Ericmouth,26-07-2023,146.22,9.8,13-07-2024,Running Shoes,Online,14,14,Casual Gym-Goer,,9.18281E+11
CUST1324,49,Other,Lake Mark,04-02-2023,196.49,2.7,24-11-2023,Running Shoes,In-Store,7,0,Casual Gym-Goer,,9.18281E+11
CUST1325,20,Male,South Patrickmouth,22-05-2022,42.07,3.8,26-10-2024,Gym Gear,In-Store,1,167,General Buyer,,9.18281E+11
CUST1326,44,Male,West Natashaport,13-08-2023,139.17,9.2,10-02-2024,Supplements,Online,2,30,Health Conscious Buyer,,9.18281E+11
CUST1327,50,Other,Lisatown,08-11-2023,106.09,8.1,11-12-2023,Running Shoes,Online,2,72,Casual Gym-Goer,,9.18281E+11
CUST1328,37,Female,Herrerafurt,24-01-2023,285.48,0.3,27-01-2025,Gym Gear,Online,18,159,Casual Gym-Goer,,9.18281E+11
CUST1329,33,Female,Lake Larry,08-08-2023,304.01,5,02-06-2024,Gym Gear,In-Store,4,104,General Buyer,,9.18281E+11
CUST1330,19,Male,East Nicholasfurt,26-08-2021,186.28,8.4,04-10-2023,Running Shoes,Online,0,96,Casual Gym-Goer,,9.18281E+11
CUST1331,65,Other,New Stephanie,03-09-2020,69.9,5.4,30-09-2021,Gym Gear,Online,15,36,Casual Gym-Goer,,9.18281E+11
CUST1332,63,Female,Herrerafurt,18-08-2024,41.07,2.5,04-04-2025,Training Wear,Online,11,21,Casual Gym-Goer,,9.18281E+11
CUST1333,55,Male,Mortonside,08-03-2023,84.09,8.2,10-08-2023,Running Shoes,In-Store,13,33,Casual Gym-Goer,,9.18281E+11
CUST1334,33,Female,Lake Nicoleview,07-02-2024,428.44,9.3,24-04-2024,Yoga Accessories,Online,10,59,General Buyer,,9.18281E+11
CUST1335,22,Male,West Michael,31-10-2024,394.37,5.9,25-04-2025,Gym Gear,In-Store,5,80,General Buyer,,9.18281E+11
CUST1336,44,Male,Port Richard,30-03-2024,191.98,7.7,10-04-2024,Yoga Accessories,Online,14,30,General Buyer,,9.18281E+11
CUST1337,23,Male,Davidstad,01-08-2021,166.02,7.1,29-04-2023,Training Wear,In-Store,6,83,General Buyer,,9.18281E+11
CUST1338,27,Male,East Josephville,02-09-2021,139.15,3.7,27-12-2021,Training Wear,In-Store,9,44,General Buyer,,9.18281E+11
CUST1339,19,Female,Leeville,08-05-2024,286.86,5.6,07-03-2025,Running Shoes,Online,3,35,Marathon Trainer,,9.18281E+11
CUST1340,25,Male,Lake Roberto,12-08-2022,418.58,9.8,19-01-2024,Gym Gear,In-Store,12,161,Casual Gym-Goer,,9.18281E+11
CUST1341,59,Male,Lake Leeton,27-09-2023,301.34,9.2,12-02-2025,Running Shoes,In-Store,2,165,Marathon Trainer,,9.18281E+11
CUST1342,46,Male,Herrerafurt,15-01-2021,454.44,8.3,01-11-2023,Supplements,In-Store,1,12,Fitness Enthusiast,,9.18281E+11
CUST1343,28,Other,New David,23-11-2024,414.41,4.1,04-02-2025,Running Shoes,Online,13,54,Casual Gym-Goer,,9.18281E+11
CUST1344,29,Female,South Aaron,19-01-2023,234.09,1.7,15-02-2025,Training Wear,In-Store,20,105,Casual Gym-Goer,,9.18281E+11
CUST1345,53,Female,Lake Roberto,16-12-2024,62.11,4,22-12-2024,Yoga Accessories,In-Store,20,134,General Buyer,,9.18281E+11
CUST1346,33,Other,East Nicholasfurt,09-12-2020,401.53,9.9,08-12-2022,Supplements,Online,17,88,Fitness Enthusiast,,9.18281E+11
CUST1347,54,Other,West Natashaport,20-10-2022,206.42,2,08-10-2023,Supplements,In-Store,0,71,Health Conscious Buyer,,9.18281E+11
CUST1348,21,Female,South Todd,15-02-2021,191.57,5.9,21-12-2022,Gym Gear,In-Store,3,61,General Buyer,,9.18281E+11
CUST1349,35,Other,Williamview,12-03-2021,46.84,10,05-06-2024,Gym Gear,Online,11,44,Casual Gym-Goer,,9.18281E+11
CUST1350,29,Male,Shawhaven,19-03-2021,172.64,7.4,06-02-2023,Supplements,In-Store,11,144,Health Conscious Buyer,,9.18281E+11
CUST1351,27,Other,Jasonfort,09-10-2021,421.61,8.1,21-09-2024,Yoga Accessories,Online,5,23,General Buyer,,9.18281E+11
CUST1352,21,Male,Port Jacobland,27-11-2022,125.03,5.4,10-01-2023,Running Shoes,Online,19,33,Casual Gym-Goer,,9.18281E+11
CUST1353,39,Other,East Lydiamouth,30-09-2020,461.01,8.5,04-07-2023,Supplements,In-Store,0,180,Fitness Enthusiast,,9.18281E+11
CUST1354,27,Male,South Todd,01-11-2020,433.12,9.6,01-05-2023,Supplements,Online,18,77,Fitness Enthusiast,,9.18281E+11
CUST1355,38,Male,South Noah,29-05-2023,371.53,4.5,15-03-2024,Yoga Accessories,Online,5,143,General Buyer,,9.18281E+11
CUST1356,62,Other,West Allison,09-01-2024,127.15,6,01-05-2024,Gym Gear,Online,9,75,General Buyer,,9.18281E+11
CUST1357,26,Male,Lake Matthew,08-06-2022,20.86,7.1,10-09-2024,Training Wear,Online,18,154,Casual Gym-Goer,,9.18281E+11
CUST1358,38,Other,Coxberg,12-11-2023,327.03,1.2,24-01-2025,Yoga Accessories,In-Store,10,60,General Buyer,,9.18281E+11
CUST1359,40,Female,Lake Mark,21-11-2021,325.37,9.6,12-08-2022,Supplements,Online,0,63,Fitness Enthusiast,,9.18281E+11
CUST1360,62,Male,East Donna,05-11-2021,143.2,1.3,07-03-2022,Running Shoes,In-Store,12,107,Casual Gym-Goer,,9.18281E+11
CUST1361,28,Female,Stevenland,12-08-2023,443.25,3.6,05-12-2024,Yoga Accessories,In-Store,15,147,General Buyer,,9.18281E+11
CUST1362,59,Other,Coxberg,29-05-2022,98.08,0.9,10-07-2024,Running Shoes,Online,0,26,Casual Gym-Goer,,9.18281E+11
CUST1363,22,Female,Lake Mark,29-07-2021,446.21,1.8,24-07-2022,Running Shoes,In-Store,10,157,Casual Gym-Goer,,9.18281E+11
CUST1364,48,Other,East Jessetown,12-04-2024,227.04,6.6,26-10-2024,Training Wear,Online,5,84,General Buyer,,9.18281E+11
CUST1365,31,Male,Lake Crystalbury,07-04-2024,354.65,7.3,22-10-2024,Training Wear,Online,9,24,General Buyer,,9.18281E+11
CUST1366,21,Female,North Beth,09-06-2020,283.84,5,24-05-2024,Running Shoes,Online,0,75,Casual Gym-Goer,,9.18281E+11
CUST1367,60,Other,North Susan,21-10-2022,250.56,1.2,16-02-2025,Gym Gear,In-Store,20,20,Casual Gym-Goer,,9.18281E+11
CUST1368,48,Male,New Stephanie,13-09-2021,396.74,4.8,05-01-2022,Supplements,In-Store,20,47,Fitness Enthusiast,,9.18281E+11
CUST1369,41,Female,Lake Larry,12-02-2024,109.56,0.6,06-11-2024,Yoga Accessories,Online,8,68,General Buyer,,9.18281E+11
CUST1370,54,Male,New Jessica,26-11-2022,381.07,6.7,15-09-2024,Running Shoes,Online,17,150,Casual Gym-Goer,,9.18281E+11
CUST1371,32,Other,Lake Roberto,27-06-2022,423.58,8.2,05-06-2024,Yoga Accessories,Online,18,121,General Buyer,,9.18281E+11
CUST1372,37,Male,West Andrewside,05-12-2022,453.33,7.2,10-10-2023,Training Wear,In-Store,3,114,General Buyer,,9.18281E+11
CUST1373,29,Male,Juliechester,19-08-2023,408.06,1.4,28-08-2024,Yoga Accessories,In-Store,13,160,General Buyer,,9.18281E+11
CUST1374,27,Other,Lake Nicoleview,07-04-2021,173.48,7.3,10-04-2022,Running Shoes,In-Store,12,141,Casual Gym-Goer,,9.18281E+11
CUST1375,38,Female,North Sarabury,08-08-2023,239.92,8.8,25-10-2024,Training Wear,Online,3,37,General Buyer,,9.18281E+11
CUST1376,54,Other,Lake Leeton,31-05-2023,384.02,9.4,19-08-2024,Running Shoes,In-Store,9,88,Marathon Trainer,,9.18281E+11
CUST1377,44,Female,Martinezbury,16-11-2022,334.3,5.8,17-02-2024,Yoga Accessories,In-Store,5,36,General Buyer,,9.18281E+11
CUST1378,57,Other,Davidstad,18-07-2020,352.96,0.6,29-11-2023,Supplements,In-Store,1,68,Fitness Enthusiast,,9.18281E+11
CUST1379,41,Male,North Jessicaland,10-09-2022,412.35,3.2,22-09-2022,Supplements,Online,3,58,Fitness Enthusiast,,9.18281E+11
CUST1380,26,Female,North Cynthiaview,04-03-2025,232.69,8.3,09-05-2025,Supplements,Online,19,48,Health Conscious Buyer,,9.18281E+11
